,Time(sec),Distance(feet),SOC,Surplus(Foot-pound)
296,296.0,13024.0,0.9756004394224714,0.0
297,297.0,13068.0,0.9755180084745743,0.0
298,298.0,13112.0,0.9754355775266771,0.0
299,299.0,13156.0,0.9753531465787801,0.0
300,300.0,13200.0,0.9752707156308832,0.0
301,301.0,13244.0,0.9751882846829861,0.0
302,302.0,13288.0,0.9751058537350892,0.0
303,303.0,13332.0,0.975023422787192,0.0
304,304.0,13376.0,0.9749409918392951,0.0
305,305.0,13420.0,0.974858560891398,0.0
306,306.0,13464.0,0.9747761299435008,0.0
307,307.0,13508.0,0.9746936989956037,0.0
308,308.0,13552.0,0.9746112680477067,0.0
309,309.0,13596.0,0.9745288370998098,0.0
310,310.0,13640.0,0.9744464061519127,0.0
311,311.0,13684.0,0.9743639752040155,0.0
312,312.0,13728.0,0.9742815442561186,0.0
313,313.0,13772.0,0.9741991133082214,0.0
314,314.0,13816.0,0.9741166823603243,0.0
315,315.0,13860.0,0.9740342514124273,0.0
316,316.0,13904.0,0.9739518204645302,0.0
317,317.0,13948.0,0.973869389516633,0.0
318,318.0,13992.0,0.9737869585687361,0.0
319,319.0,14036.0,0.9737045276208389,0.0
320,320.0,14080.0,0.9736220966729419,0.0
321,321.0,14124.0,0.9735396657250448,0.0
322,322.0,14168.0,0.9734572347771477,0.0
323,323.0,14212.0,0.9733748038292506,0.0
324,324.0,14256.0,0.9732923728813536,0.0
325,325.0,14300.0,0.9732099419334566,0.0
326,326.0,14344.0,0.9731275109855594,0.0
327,327.0,14388.0,0.9730450800376623,0.0
328,328.0,14432.0,0.9729626490897653,0.0
329,329.0,14476.0,0.9728802181418681,0.0
330,330.0,14520.0,0.9727977871939711,0.0
331,331.0,14564.0,0.9727153562460743,0.0
332,332.0,14608.0,0.9726329252981771,0.0
333,333.0,14652.0,0.9725504943502802,0.0
334,334.0,14696.0,0.9724680634023831,0.0
335,335.0,14740.0,0.972385632454486,0.0
336,336.0,14784.0,0.9723032015065888,0.0
337,337.0,14828.0,0.9722207705586918,0.0
338,338.0,14872.0,0.9721383396107947,0.0
339,339.0,14916.0,0.9720559086628977,0.0
340,340.0,14960.0,0.9719734777150006,0.0
341,341.0,15004.0,0.9718910467671035,0.0
342,342.0,15048.0,0.9718086158192063,0.0
343,343.0,15092.0,0.9717261848713094,0.0
344,344.0,15136.0,0.9716437539234124,0.0
345,345.0,15180.0,0.9715613229755153,0.0
346,346.0,15224.0,0.9714788920276182,0.0
347,347.0,15268.0,0.9713964610797212,0.0
348,348.0,15312.0,0.9713140301318243,0.0
349,349.0,15356.0,0.9712315991839272,0.0
350,350.0,15400.0,0.97114916823603,0.0
351,351.0,15444.0,0.9710667372881329,0.0
352,352.0,15488.0,0.9709843063402359,0.0
353,353.0,15532.0,0.970901875392339,0.0
354,354.0,15576.0,0.9708194444444419,0.0
355,355.0,15620.0,0.9707370134965447,0.0
356,356.0,15664.0,0.9706545825486478,0.0
357,357.0,15708.0,0.9705721516007506,0.0
